x,y,z,intensity
-3.78276,1.87366,0.0736841,1
-5.58351,2.76682,0.326576,16
-3.77867,1.8741,0.369017,13
-3.79974,1.88621,0.52087,13
-5.59426,2.77823,0.989292,11
-5.58006,2.77361,1.21126,25
-0.470336,0.233886,-0.0275287,12
-5.58146,2.77674,1.43924,17
-3.83319,1.90698,-0.0747312,32
-5.56028,2.76741,1.66421,21
-3.79441,1.89513,0.0740331,30
-5.57204,2.7854,0.326472,15
-5.58243,2.79303,0.546118,25
-5.5757,2.79088,0.765583,22
-5.58629,2.79863,0.989605,16
-5.57083,2.7921,1.21126,15
-5.55481,2.78649,1.43474,15
-3.97485,1.9948,-0.0776283,97
-3.77233,1.89398,1.13104,32
-3.98243,2.00644,0.0778377,60
-5.5712,2.80933,0.326995,13
-3.78183,1.90786,0.370586,18
-5.5801,2.81749,0.767533,11
-5.5712,2.81544,0.988666,14
-5.57332,2.81773,1.21393,16
-0.468733,0.237082,-0.0275287,12
-5.54852,2.80762,1.43564,15
-3.83049,1.93912,-0.0749406,24
-5.56496,2.81838,1.67145,22
-3.80248,1.93245,0.074452,22
-5.56492,2.83057,0.327204,21
-5.57877,2.84007,0.547687,28
-5.57023,2.83695,0.767533,12
-5.56134,2.83486,0.988666,9
-5.57519,2.84438,1.2166,22
-0.556807,0.284197,-0.0327623,10
-5.55555,2.8368,1.44014,28
-3.78095,1.93065,-0.0741029,35
-3.75902,1.92027,1.13104,22
-3.79537,1.94637,0.074452,15
-3.77975,1.93919,0.222637,13
-3.75213,1.92668,0.369017,12
-5.57215,2.8637,0.769239,17
-5.56195,2.85968,0.990543,16
-5.56348,2.86293,1.21622,18
-0.467024,0.24043,-0.0275287,12
-5.53522,2.85083,1.43744,13
-3.83997,1.97771,-0.0753944,29
-5.54515,2.85716,1.67145,11
-3.77291,1.95068,0.0741378,11
-5.55744,2.87578,0.327937,19
-5.55173,2.87529,0.546989,15
-5.55381,2.87759,0.768021,11
-5.55018,2.87817,0.99023,13
-5.54525,2.87684,1.21431,34
-5.55168,2.88264,1.44419,21
-3.83482,1.99203,-0.0754293,17
-5.53171,2.87472,1.67042,9
-3.78913,1.97586,0.0745916,10
-3.76258,1.96368,0.222428,12
-5.54923,2.89737,0.547687,12
-5.54549,2.89788,0.768264,18
-5.55235,2.90393,0.99242,14
-3.76433,1.96962,0.825821,21
-0.553851,0.289916,-0.0327623,10
-5.51741,2.88934,1.43789,9
-3.85972,2.02211,-0.0760576,17
-3.76094,1.97119,1.13777,26
-3.80168,1.99931,0.0749755,11
-5.53016,2.91079,0.327518,15
-3.77264,1.98656,0.373027,16
-5.53183,2.91537,0.767777,16
-5.5317,2.91777,0.990543,17
-5.53197,2.91915,1.21583,39
-0.499849,0.263875,-0.0296222,11
-5.52453,2.91768,1.44239,12
-3.8774,2.04864,-0.0765463,30
-5.52517,2.92049,1.67456,19
-3.77171,2.00039,0.0745218,30
-5.54113,2.94131,0.328775,7
-5.53591,2.93978,0.548384,17
-5.5374,2.94304,0.769971,18
-3.75482,1.99731,0.673607,13
-3.75742,1.99954,0.827348,19
-0.463665,0.246846,-0.0275287,12
-3.73927,1.99156,0.978087,11
-3.74198,1.99467,1.13622,35
-3.83876,2.05315,0.0759878,41
-3.74885,2.00675,0.222847,13
-5.52737,2.96002,0.548558,15
-5.52534,2.96142,0.769727,19
-5.5199,2.96098,0.992108,19
-5.51665,2.96048,1.21698,37
-0.4628,0.248463,-0.0275287,12
-5.52119,2.9654,1.44689,12
-3.95284,2.12393,-0.0783264,65
-5.50294,2.95808,1.67404,23
-3.79461,2.04661,0.0752548,28
