x,y,z,intensity
-0.129288,-0.505742,-0.0456696,70
-0.207551,-0.810705,-0.0438575,12
-0.140056,-0.540002,-0.0488072,65
-0.207367,-0.798377,-0.0432295,19
-0.133829,-0.508681,-0.0460182,70
-0.215749,-0.818893,-0.0443809,12
-0.306593,-1.16205,-0.0209778,4
-0.138686,-0.519761,-0.0470641,68
-0.218091,-0.816206,-0.0442762,18
-0.138507,-0.511556,-0.0463669,69
-0.219894,-0.811584,-0.0440669,18
-0.309462,-1.14058,-0.0206287,9
-0.145566,-0.530283,-0.04811,66
-0.228161,-0.830031,-0.0451136,16
-0.149553,-0.537449,-0.0488072,65
-0.229449,-0.823458,-0.0447996,17
-0.291282,-1.04396,-0.0189184,11
-0.144938,-0.513913,-0.0467155,69
-0.235579,-0.834184,-0.0454276,16
-0.287307,-1.016,-0.0184297,11
-0.146731,-0.513404,-0.0467155,69
-0.23739,-0.829516,-0.0452183,16
-0.288097,-1.00538,-0.0182552,13
-0.150739,-0.520544,-0.0474127,67
-0.239172,-0.824846,-0.0450089,23
-0.29272,-1.00821,-0.018325,13
-0.155921,-0.531485,-0.0484586,66
-0.242049,-0.824006,-0.0450089,28
-0.16345,-0.550036,-0.0502017,63
-0.241507,-0.81167,-0.0443809,36
-0.160682,-0.534227,-0.0488072,65
-0.251108,-0.833814,-0.045637,26
-0.284448,-0.943922,-0.0172081,28
-0.151453,-0.497554,-0.0638595,17
-0.16961,-0.556505,-0.050899,62
-0.25358,-0.830978,-0.0455323,37
-0.283818,-0.929486,-0.0169637,39
-0.150936,-0.489408,-0.0628846,17
-0.159801,-0.517834,-0.0474127,67
-0.257658,-0.833904,-0.0457416,37
-0.285879,-0.924669,-0.0168939,47
-0.161608,-0.517273,-0.0474127,67
-0.253867,-0.812076,-0.0445902,47
-0.286118,-0.914123,-0.0167194,63
-0.151872,-0.480797,-0.0619096,17
-0.172929,-0.54713,-0.0502017,63
-0.257905,-0.814993,-0.0447996,46
-0.280697,-0.886479,-0.0162307,93
-0.153465,-0.480291,-0.0619096,17
-0.180909,-0.5655,-0.0519448,60
-0.260606,-0.814134,-0.0447996,46
-0.283179,-0.88359,-0.0161958,100
-0.155141,-0.479753,-0.0619096,17
-0.17429,-0.538327,-0.0495045,64
-0.262215,-0.809419,-0.0445902,47
-0.284411,-0.87689,-0.0160911,100
-0.183612,-0.560436,-0.0515962,61
-0.263935,-0.804657,-0.0443809,54
-0.284976,-0.868292,-0.0159515,100
-0.157321,-0.474861,-0.0614222,17
-0.186821,-0.563574,-0.0519448,60
-0.267372,-0.805626,-0.0444856,60
-0.288005,-0.867292,-0.0159515,100
-0.158297,-0.4742,0.0087262,16
-0.17655,-0.527041,-0.0682468,16
-0.188787,-0.562919,-0.0519448,60
-0.268771,-0.800948,-0.0442762,60
-0.285299,-0.849221,-0.0156374,27
-0.161871,-0.479329,0.00883092,20
-0.169469,-0.500101,-0.0648345,16
-0.190751,-0.562256,-0.0519448,60
-0.274775,-0.809461,-0.0447996,69
-0.287619,-0.846326,-0.0156025,39
-0.161604,-0.473084,0.0087262,18
-0.187949,-0.54833,-0.0711717,15
-0.204353,-0.595508,-0.0550824,55
-0.279038,-0.812227,-0.0450089,86
-0.289921,-0.843426,-0.0155675,50
-0.204269,-0.588898,-0.076534,13
-0.198591,-0.572204,-0.0529907,59
-0.277938,-0.799928,-0.0443809,90
-0.29301,-0.842358,-0.0155675,52
-0.166305,-0.47569,0.00879601,16
-0.193182,-0.550717,-0.0716592,15
-0.197948,-0.563988,-0.0522934,60
-0.278743,-0.7933,-0.0440669,79
-0.299267,-0.850762,-0.0157421,37
-0.176522,-0.497655,-0.0648345,16
-0.194584,-0.548272,-0.050899,62
-0.279504,-0.786676,-0.0437529,76
-0.291369,-0.819618,-0.0151836,23
-0.168866,-0.472664,0.00876111,15
-0.204964,-0.571814,-0.074584,14
-0.207264,-0.577594,-0.0536879,58
-0.282111,-0.785745,-0.0437529,70
-0.292876,-0.814832,-0.0151138,16
-0.189374,-0.52257,-0.0682468,16
-0.192878,-0.53195,-0.0495045,64
-0.282808,-0.779123,-0.0434388,65
-0.294352,-0.810046,-0.015044,100
-0.199391,-0.544274,-0.0711717,15
-0.205705,-0.561205,-0.0522934,60
-0.27727,-0.755631,-0.0421828,71
-0.290973,-0.79212,-0.0147298,12
-0.20129,-0.543574,-0.0711717,15
-0.211223,-0.569788,-0.053165,88
-0.275738,-0.743423,-0.0415548,67
-0.295128,-0.794849,-0.0147996,100
-0.17475,-0.468387,0.0087262,16
-0.224061,-0.598643,-0.0784839,13
-0.216706,-0.578376,-0.0540366,57
-0.281968,-0.751758,-0.0420781,64
-0.293685,-0.78258,-0.0145902,100
-0.170448,-0.45395,0.129927,22
-0.179289,-0.475227,0.00886582,18
-0.205174,-0.54212,-0.0711717,15
-0.219429,-0.579479,-0.0542109,85
-0.287422,-0.758239,-0.0424968,70
-0.291451,-0.768462,-0.0143459,12
-0.206971,-0.541437,-0.0711717,15
-0.205073,-0.535911,-0.0502017,63
-0.284936,-0.744225,-0.0417641,73
-0.290554,-0.758104,-0.0141714,12
-0.213151,-0.551821,-0.0726341,14
-0.219777,-0.56868,-0.0533393,58
-0.282488,-0.730187,-0.0410314,77
-0.291622,-0.753407,-0.0141015,12
-0.183366,-0.471524,0.00883092,20
-0.201995,-0.517823,-0.0682468,16
-0.218862,-0.560486,-0.0526421,59
-0.280547,-0.718084,-0.0404034,80
-0.290609,-0.743073,-0.013927,11
-0.184279,-0.46902,0.00879601,15
-0.203801,-0.517115,-0.0682468,16
-0.226567,-0.574585,-0.0540366,85
-0.286718,-0.726389,-0.0409267,77
-0.288792,-0.730895,-0.0137176,11
-0.177555,-0.449141,0.12941,23
-0.188129,-0.47395,0.00890073,16
-0.212948,-0.534843,-0.0706842,15
-0.214562,-0.538623,-0.0507246,93
-0.287773,-0.721674,-0.0407174,78
-0.291341,-0.729882,-0.0137176,11
-0.186061,-0.46401,0.0087262,20
-0.223702,-0.556197,-0.0736091,14
-0.22016,-0.547112,-0.0515962,61
-0.285812,-0.709549,-0.0400893,74
-0.295383,-0.73257,-0.0137874,11
-0.187679,-0.463358,0.0087262,21
-0.224148,-0.551734,-0.0731216,14
-0.218317,-0.537112,-0.0507246,93
-0.28904,-0.710397,-0.040194,73
-0.294921,-0.724127,-0.0136478,11
-0.189295,-0.4627,0.0087262,20
-0.197437,-0.481162,-0.0638595,17
-0.214894,-0.523444,-0.0495045,64
-0.281649,-0.685368,-0.0388333,79
-0.297447,-0.723093,-0.0136478,11
-0.192437,-0.465732,0.00879601,18
-0.205195,-0.49514,-0.0658095,16
-0.225877,-0.544777,-0.0515962,61
-0.28404,-0.684381,-0.0388333,71
-0.288461,-0.69435,-0.0131242,10
-0.189816,-0.456677,0.132515,25
-0.195601,-0.468749,0.00886582,18
-0.214586,-0.512733,-0.0682468,16
-0.210848,-0.503554,-0.0477613,67
-0.286427,-0.683385,-0.0388333,71
-0.1884,-0.449283,0.112476,31
-0.286242,-0.682275,-0.0129148,11
-0.208647,-0.493696,-0.0658095,16
-0.212604,-0.502815,-0.0477613,67
-0.282583,-0.667667,-0.0379959,64
-0.287061,-0.677589,-0.012845,11
-0.21816,-0.511222,-0.0682468,16
-0.212793,-0.498405,-0.0474127,67
-0.281772,-0.65933,-0.0375772,66
-0.283919,-0.663713,-0.0126006,9
-0.204233,-0.473997,-0.0633721,17
-0.206644,-0.479363,-0.0456696,70
-0.276159,-0.640004,-0.0365305,70
-0.286235,-0.662718,-0.0126006,9
-0.204303,-0.46964,-0.0628846,17
-0.205136,-0.471331,-0.0449724,71
-0.275201,-0.631712,-0.0361118,61
-0.280553,-0.643385,-0.0122516,9
-0.196212,-0.449753,0.13148,23
-0.201346,-0.459769,0.00876111,15
-0.205941,-0.468924,-0.0628846,17
-0.205177,-0.466964,-0.0446237,72
-0.274188,-0.623435,-0.0356931,63
-0.27474,-0.624099,-0.0119025,8
-0.203575,-0.45896,-0.0439265,73
-0.267448,-0.602394,-0.0345417,44
-0.267984,-0.603035,-0.0115186,100
-0.20921,-0.467475,-0.0628846,17
-0.248312,-0.554069,-0.0318203,37
-0.204901,-0.456993,0.115625,30
-0.247171,-0.551009,-0.0105413,100
-0.211697,-0.468421,-0.0449724,71
-0.232134,-0.513165,-0.0295175,27
-0.245794,-0.542857,-0.0104016,81
-0.202472,-0.44697,0.13148,25
-0.206716,-0.453177,-0.0435779,37
-0.225629,-0.494183,-0.0284708,14
-0.230233,-0.503801,-0.00966863,89
-0.213979,-0.46437,-0.026796,15
-0.216833,-0.470347,-0.00904035,96
-0.203083,-0.440318,0.129927,22
-0.217201,-0.46728,-0.0270054,14
-0.216705,-0.465999,-0.00897054,97
-0.214082,-0.456188,-0.00879601,99
-0.208538,-0.444172,0.13148,23
-0.213402,-0.452272,0.0437522,34
-0.211048,-0.446476,0.0782172,25
-0.207606,-0.438204,0.129927,22
-0.214979,-0.451524,0.0437522,34
-0.215978,-0.452402,-0.0262727,30
-0.216321,-0.452916,-0.00876111,8
-0.216554,-0.453201,0.134586,23
-0.212846,-0.442261,0.0954045,24
-0.21921,-0.455282,-0.026482,30
-0.221373,-0.459363,-0.00890073,8
-0.217405,-0.448326,0.0611784,22
-0.219053,-0.450921,-0.0262727,30
-0.223769,-0.460425,-0.00893563,9
-0.211187,-0.434343,0.12941,26
-0.218097,-0.445781,-0.0609347,18
-0.219554,-0.447967,0.115175,100
-0.227136,-0.463232,-0.00900544,9
-0.214403,-0.437072,0.130445,22
-0.220481,-0.446305,0.078843,23
-0.21601,-0.436679,0.112476,100
-0.227058,-0.458812,-0.00893563,11
-0.218575,-0.441477,0.131998,22
-0.225109,-0.453083,0.00883092,22
-0.222748,-0.447742,0.0437522,34
-0.222172,-0.445803,-0.0435779,74
-0.228658,-0.458017,-0.00893563,11
-0.220115,-0.440711,0.131998,21
-0.224897,-0.448719,0.00876111,22
-0.22406,-0.445495,0.096931,20
-0.219053,-0.435161,0.112476,100
-0.22339,-0.44339,0.133033,22
-0.225197,-0.444463,0.0611784,22
-0.223355,-0.440448,0.0782172,25
-0.220571,-0.434393,0.112476,100
-0.230945,-0.454627,-0.00890073,13
-0.227416,-0.444028,0.115175,100
-0.234354,-0.457377,-0.00897054,13
-0.229124,-0.446978,0.134586,23
-0.230803,-0.448131,0.0441008,34
-0.231859,-0.449411,0.0800945,24
