x,y,z,intensity
-4.10194,1.33438,-0.377384,18
-4.34042,1.4128,0.887262,45
-4.12859,1.34465,-0.227557,24
-4.31896,1.40748,1.04872,30
-4.26624,1.39113,-0.0783264,98
-4.34349,1.41715,1.22421,29
-2.22136,0.72777,-0.626342,11
-4.27165,1.40032,0.078466,100
-2.22201,0.72884,-0.539883,3
-4.27734,1.40384,0.235931,100
-2.2776,0.747516,-0.465956,35
-4.30831,1.41483,0.396733,67
-4.28827,1.40991,0.554262,39
-4.09726,1.34869,-0.377384,13
-4.28139,1.41013,0.876195,36
-4.13525,1.3628,-0.228185,31
-4.2659,1.40668,1.03702,34
-4.25376,1.4035,-0.0781868,78
-4.27064,1.4099,1.20506,32
-2.2061,0.730879,-0.622719,23
-4.2423,1.40629,0.0780123,43
-2.21033,0.733137,-0.537633,8
-4.23665,1.40606,0.233942,35
-2.27325,0.754447,-0.465574,31
-4.22796,1.404,0.38976,41
-4.22894,1.40596,0.547193,28
-2.35035,0.782311,0.392338,7
-4.09843,1.36416,-0.377907,11
-4.22639,1.40757,0.865891,34
-4.13639,1.3784,-0.228499,43
-4.2113,1.40418,1.02488,32
-4.23201,1.41191,-0.0778726,24
-4.20364,1.40325,1.18746,30
-2.20903,0.740417,-0.624272,34
-4.20135,1.40901,0.0773491,28
-2.20037,0.738369,-0.535833,9
-4.18438,1.40495,0.231325,37
-2.26129,0.759252,-0.463666,24
-4.17393,1.40225,0.385228,37
-4.16568,1.4011,0.539637,30
-2.34198,0.78862,0.391399,9
-4.1012,1.381,-0.378605,9
-4.1582,1.401,0.852916,39
-4.12777,1.39155,-0.228289,54
-4.15467,1.40143,1.01228,29
-4.17021,1.40748,-0.0768255,22
-4.1438,1.39938,1.17193,30
-2.20826,0.748744,-0.624789,37
-4.12255,1.39861,0.0759878,24
-2.19409,0.744792,-0.534934,8
-4.12839,1.4022,0.228499,34
-2.2735,0.772192,-0.466719,16
-4.11619,1.39886,0.380348,35
-4.10063,1.39517,0.531838,30
-2.31678,0.789147,0.387645,9
-4.10767,1.39916,-0.37965,5
-4.09939,1.39714,0.841849,35
